"data";"tipo";"num_convenio";"cod_tci";"uf";"secretaria";"campo";"valor_anterior";"valor_atual"
"2026-04-10";"Alterado";"973220";"1-2036747";"RN";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"973220";"1-2036747";"RN";"SNSA";"vencimento_da_suspensiva";"2026-04-30";"2026-04-29"
"2026-04-10";"Alterado";"973221";"1-2018110";"AM";"SNSA";"status_pub_licitacao";"Próximos 30 dias";"Vencida"
"2026-04-10";"Alterado";"973222";"1-2018133";"AM";"SNSA";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"973933";"1-2033167";"CE";"SNSA";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"973967";"1-2033297";"MA";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"974017";"1-2032965";"SC";"SNSA";"dte_publicacao_licitacao";"2025-12-23";"2025-12-22"
"2026-04-10";"Alterado";"974017";"1-2032965";"SC";"SNSA";"dias_publicacao_ate_homologacao";"43";"44"
"2026-04-10";"Alterado";"974017";"1-2032965";"SC";"SNSA";"prazo_homolog_licitacao";"2026-04-22";"2026-04-21"
"2026-04-10";"Alterado";"983554";"1-2137484";"BA";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"983611";"1-2137028";"AL";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"983618";"1-2135464";"MA";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"984888";"1-2141981";"ES";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"dte_publicacao_licitacao";"";"2026-03-02"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"dte_homologacao_licitacao";"";"2026-04-06"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"flag_publicacao_licitacao";"NAO";"SIM"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"flag_homologacao_licitacao";"NAO";"SIM"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"ultima_data_relevante";"2026-02-13";"2026-04-06"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"fase_atual";"LAE";"HOMOLOGACAO"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"dias_ate_publicacao";"";"17"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"dias_publicacao_ate_homologacao";"";"35"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"prazo_homolog_licitacao";"";"2026-06-30"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"status_pub_licitacao";"No prazo";"Concluída no prazo"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"status_homolog_licitacao";"";"Concluída no prazo"
"2026-04-10";"Alterado";"985353";"1-2139918";"RS";"SNSA";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise iniciada"
"2026-04-10";"Alterado";"985366";"1-2141363";"PA";"SNSA";"situacao_da_analise_suspensiva";"Doc. não enviada p/ análise";"Análise não iniciada"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"dsc_situacao_contrato_mcid";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada e aceita"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"dte_retirada_suspensiva";"";"2026-04-09"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"dte_primeira_data_lae";"";"2026-04-08"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"status_suspensiva";"PENDENTE";"RETIRADA"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"ultima_data_relevante";"";"2026-04-08"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"fase_atual";"SUSPENSIVA";"LAE"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"prazo_pub_licitacao";"";"2026-08-07"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"status_pub_licitacao";"";"No prazo"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"urgencia_suspensiva";"31–90 dias";""
"2026-04-10";"Alterado";"986328";"1-2141232";"BA";"SNP";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"986332";"1-2134446";"SP";"SNP";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"986678";"1-2140170";"PE";"SNP";"situacao_da_analise_suspensiva";"Doc. não enviada p/ análise";"Análise não iniciada"
"2026-04-10";"Alterado";"986693";"1-2142034";"ES";"SNP";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"991675";"1-2164574";"SP";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"991697";"1-2164257";"PE";"SNSA";"situacao_da_analise_suspensiva";"Doc. não enviada p/ análise";"Análise não iniciada"
"2026-04-10";"Alterado";"994038";"1-2164254";"TO";"SNP";"dsc_situacao_contrato_mcid";"Em Contratação";"Contratado - Normal"
"2026-04-10";"Alterado";"994038";"1-2164254";"TO";"SNP";"dte_assinatura_contrato";"";"2026-04-08"
"2026-04-10";"Alterado";"994038";"1-2164254";"TO";"SNP";"situacao_da_analise_suspensiva";"Doc. não enviada p/ análise";"Suspensiva retirada"
